Order,Product,Quantity,Length,Width,Height,Weight
88783,25209,3,244,164,274,5.811
88783,66597,1,300,160,216,10.146
88783,68475,8,196,196,103,2.464
88783,27470,4,196,196,103,2.364
88783,64393,1,263,221,253,8.815
88783,75315,5,293,293,192,10.383
88783,48534,10,225,225,180,5.19
88783,72412,1,300,205,125,3.545
88783,19833,4,225,225,179,5.0
88783,52454,18,225,225,180,5.19
88783,53900,5,130,194,290,6.278
88783,62174,1,300,160,216,8.664
88783,43746,10,300,160,216,8.757
88783,16118,3,300,160,216,8.939
88783,34299,5,130,194,290,6.026
88783,33944,9,300,160,210,9.289
88783,72217,1,293,293,192,10.383
76105,76723,10,331,252,281,12.638
76105,36148,6,300,160,216,8.831
76105,12818,1,300,160,210,9.065
76105,56431,1,378,191,115,7.186
76105,61772,8,335,250,264,14.708
76105,35794,2,378,198,89,6.394
76105,25347,4,335,250,264,14.812
76105,46392,1,331,252,281,12.611
76105,74349,1,331,252,281,12.601
76105,96028,1,311,230,265,12.413
76105,62189,1,378,198,89,6.42
76105,57317,10,335,250,264,14.614
76105,83254,3,331,252,281,12.643
76105,99769,5,300,160,216,8.569
76105,68912,2,290,240,152,10.011
76105,33960,1,331,252,281,12.601
76105,87811,1,335,250,264,14.881
76105,49231,1,331,252,281,12.637
76105,44665,1,378,198,89,6.471
76105,11586,15,300,160,210,9.113
76105,67896,3,335,250,264,14.821
76105,50430,2,378,198,89,6.423
76105,88772,9,225,225,180,5.19
76105,80441,1,311,230,265,12.413
76105,37019,2,331,252,281,12.601
76105,57812,1,331,252,281,12.598
32053,35003,27,266,130,143,2.576
32053,68305,1,405,271,164,13.646
32053,74513,25,149,239,137,3.25
32053,46064,35,156,156,175,3.274
32053,18967,2,160,160,111,1.781
32053,72217,11,293,293,192,10.383
32053,75024,10,244,164,274,5.811
32053,82378,36,130,194,290,6.053
32053,89429,5,211,230,264,12.25
32053,30471,27,266,130,143,2.338
32053,84243,3,300,158,220,9.255
32053,34894,12,378,191,115,7.506
32053,55032,4,397,397,207,7.067
32053,25366,20,300,160,216,9.135
32053,24883,20,300,160,216,10.3
32053,77109,81,266,130,143,2.42
32053,69750,6,130,194,290,6.144
32053,30470,20,300,160,210,9.081
32053,94364,12,295,260,170,10.471
32053,58234,25,149,239,137,3.25
32053,21944,1,293,293,192,10.383
32053,95520,12,130,194,290,6.226
32053,72628,1,130,194,290,6.113
32053,28862,20,300,160,216,8.953
32053,34299,10,130,194,290,6.026
32053,48534,3,225,225,180,5.19
32053,62174,20,300,160,216,8.664
32053,92248,11,293,293,192,10.383
32053,88100,2,381,136,109,5.425
32053,68231,13,385,160,215,10.727
32053,53900,12,130,194,290,6.278
32053,44647,6,300,160,216,8.741
32053,75315,4,293,293,192,10.383
32053,99769,20,300,160,216,8.569
32053,66597,20,300,160,216,10.146
32053,57007,21,244,164,274,6.06
32053,84979,24,266,266,266,10.369
32053,27535,20,300,160,216,8.764
32053,43746,2,300,160,216,8.757
32053,63719,20,300,160,216,8.928
32053,35802,135,266,130,143,2.338
32053,24475,12,364,195,216,13.091
32053,86799,6,266,266,266,10.369
32053,68475,6,196,196,103,2.464
32053,75023,6,244,164,274,5.811
32053,56431,12,378,191,115,7.186
32053,19741,4,244,164,274,5.811
32053,87191,3,193,378,318,9.5
32053,33889,12,378,191,115,7.266
32053,58648,40,300,160,216,10.229
67423,30294,3,378,198,89,6.433
67423,10122,36,381,136,109,5.398
67423,35794,1,378,198,89,6.394
67423,30665,9,378,198,89,6.423
67423,12664,12,364,195,216,12.899
67423,72787,2,378,198,89,6.412
67423,80441,1,311,230,265,12.413
80680,43061,9,390,256,210,5.5
80680,10772,36,225,225,180,5.19
80680,96753,2,300,160,216,8.784
80680,94364,1,295,260,170,10.471
80680,38661,26,295,227,170,5.38
80680,84979,2,266,266,266,10.369
80680,88772,3,225,225,180,5.19
80680,47077,9,225,225,180,5.19
80680,40441,2,300,160,216,8.757
80680,92248,11,293,293,192,10.383
80680,66597,6,300,160,216,10.146
80680,63098,2,260,295,170,10.473
80680,17542,5,225,225,180,5.186
80680,26650,36,225,225,180,5.19
80680,69750,10,130,194,290,6.144
80680,36798,18,225,225,180,5.19
80680,47049,11,293,293,192,10.383
80680,86799,1,266,266,266,10.369
80680,97248,3,225,225,180,5.19
80680,89391,2,300,160,210,8.477
80680,28862,5,300,160,216,8.953
80680,33889,4,378,191,115,7.266
80680,57007,5,244,164,274,6.06
80680,30470,2,300,160,210,9.081
80680,75367,11,293,293,192,10.383
80680,41578,10,230,194,314,9.526
80680,56796,1,244,164,274,5.811
80680,89429,3,211,230,264,12.25
41858,22585,1,75,74,210,361.646
41858,47930,18,381,136,109,5.439
41858,85467,4,160,160,111,1.781
41858,50430,60,378,198,89,6.423
41858,62189,24,378,198,89,6.42
41858,79723,1,378,198,89,6.435
41858,12664,1,364,195,216,12.899
41858,40304,3,385,110,35,10.473
41858,63098,1,260,295,170,10.473
41858,96028,24,311,230,265,12.413
41858,92885,2,364,195,216,12.947
41858,41578,20,230,194,314,9.526
41858,22798,36,130,194,290,6.108
41858,44665,12,378,198,89,6.471
41858,10772,1,225,225,180,5.19
41858,26650,2,225,225,180,5.19
41858,35794,24,378,198,89,6.394
41858,98774,47,155,125,150,1.957
41858,47782,60,300,160,210,9.129
41858,18967,38,160,160,111,1.781
81354,25347,2,335,250,264,14.812
81354,36148,92,300,160,216,8.831
81354,12223,5,266,199,220,7.905
81354,33944,5,300,160,210,9.289
81354,80886,1,300,160,216,8.509
81354,72787,2,378,198,89,6.412
81354,61772,8,335,250,264,14.708
81354,12595,10,331,252,281,12.591
81354,67896,1,335,250,264,14.821
81354,87811,4,335,250,264,14.881
81354,57317,2,335,250,264,14.614
81354,30470,5,300,160,210,9.081
81354,46392,4,331,252,281,12.611
81354,35794,1,378,198,89,6.394
81354,80441,1,311,230,265,12.413
81354,33960,1,331,252,281,12.601
81354,96753,10,300,160,216,8.784
81354,12818,1,300,160,210,9.065
81354,91314,10,335,250,264,14.865
81354,57812,1,331,252,281,12.598
81354,20647,1,331,252,281,12.637
81354,62189,4,378,198,89,6.42
81354,89391,1,300,160,210,8.477
81354,26650,3,225,225,180,5.19
81354,11586,1,300,160,210,9.113
81354,56431,1,378,191,115,7.186
81354,96028,1,311,230,265,12.413
81354,30267,12,300,205,125,3.545
81354,98774,2,155,125,150,1.957
40546,58540,4,211,230,264,12.234
40546,85467,76,160,160,111,1.781
40546,69734,2,266,199,220,7.9
40546,68231,6,385,160,215,10.727
40546,22798,4,130,194,290,6.108
40546,69750,36,130,194,290,6.144
40546,70227,2,211,230,264,12.218
40546,62538,1,244,164,274,5.811
40546,61698,1,800,600,1000,201.112
40546,87191,5,193,378,318,9.5
40546,66597,10,300,160,216,10.146
40546,55032,6,397,397,207,7.067
40546,47837,1,149,239,137,3.25
40546,44647,2,300,160,216,8.741
40546,71507,7,211,230,264,12.126
40546,25895,10,300,160,216,10.142
40546,53900,2,130,194,290,6.278
40546,84132,2,300,160,216,8.811
40546,89429,15,211,230,264,12.25
40546,63098,2,260,295,170,10.473
40546,57007,21,244,164,274,6.06
40546,72217,3,293,293,192,10.383
40546,16118,1,300,160,216,8.939
40546,76440,2,224,224,192,5.199
40546,93537,1,266,199,220,7.795
40546,94251,4,291,196,139,6.312
40546,89149,1,211,230,264,12.569
40546,27535,11,300,160,216,8.764
40546,72628,10,130,194,290,6.113
40546,75315,11,293,293,192,10.383
40546,33960,10,331,252,281,12.601
40546,34299,3,130,194,290,6.026
40546,18963,20,300,160,216,8.741
40546,68305,2,405,271,164,13.646
40546,48534,18,225,225,180,5.19
40546,23395,18,225,225,180,5.69
40546,21219,1,46,75,148,368.696
40546,15655,4,211,230,264,12.07
40546,68912,2,290,240,152,10.011
94453,77414,5,225,225,180,5.19
94453,15655,5,211,230,264,12.07
94453,49668,12,270,270,300,10.584
94453,68231,1,385,160,215,10.727
94453,66597,8,300,160,216,10.146
94453,72217,22,293,293,192,10.383
94453,47049,15,293,293,192,10.383
94453,28862,3,300,160,216,8.953
94453,75315,8,293,293,192,10.383
94453,10772,10,225,225,180,5.19
94453,61439,1,266,266,266,10.369
94453,40441,2,300,160,216,8.757
94453,43061,9,390,256,210,5.5
94453,35802,1,266,130,143,2.338
94453,87191,3,193,378,318,9.5
94453,99221,4,225,225,180,5.19
94453,17542,18,225,225,180,5.186
94453,34299,2,130,194,290,6.026
94453,62538,4,244,164,274,5.811
94453,64393,3,263,221,253,8.815
94453,84979,3,266,266,266,10.369
94453,70696,10,387,227,151,10.382
27005,56746,20,331,252,281,12.589
27005,76723,10,331,252,281,12.638
27005,12664,1,364,195,216,12.899
27005,74349,1,331,252,281,12.601
27005,83254,1,331,252,281,12.643
66526,18967,38,160,160,111,1.781
66526,77109,54,266,130,143,2.42
66526,57942,3,225,225,199,5.219
66526,43061,36,390,256,210,5.5
66526,27470,8,196,196,103,2.364
66526,70696,3,387,227,151,10.382
66526,74513,1,149,239,137,3.25
66526,28862,20,300,160,216,8.953
66526,96753,6,300,160,216,8.784
66526,69750,10,130,194,290,6.144
66526,58540,2,211,230,264,12.234
66526,25209,1,244,164,274,5.811
66526,71507,5,211,230,264,12.126
66526,19741,4,244,164,274,5.811
66526,75367,3,293,293,192,10.383
66526,61439,12,266,266,266,10.369
66526,89429,6,211,230,264,12.25
66526,48534,3,225,225,180,5.19
66526,70227,4,211,230,264,12.218
66526,85467,12,160,160,111,1.781
66526,73852,3,293,293,192,10.383
66526,47077,10,225,225,180,5.19
24100,49050,1,300,160,210,9.059
24100,79723,24,378,198,89,6.435
24100,33944,10,300,160,210,9.289
24100,85467,3,160,160,111,1.781
24100,50430,12,378,198,89,6.423
24100,72128,18,381,136,109,5.686
24100,11586,1,300,160,210,9.113
24100,20366,1,378,198,89,6.418
24100,62189,1,378,198,89,6.42
24100,40304,21,385,110,35,10.473
24100,13429,24,378,198,89,6.423
24100,80886,2,300,160,216,8.509
29854,53900,24,130,194,290,6.278
29854,47049,11,293,293,192,10.383
29854,74513,4,149,239,137,3.25
29854,57007,2,244,164,274,6.06
29854,71507,15,211,230,264,12.126
29854,26650,18,225,225,180,5.19
29854,68475,3,196,196,103,2.464
29854,43061,4,390,256,210,5.5
29854,68231,2,385,160,215,10.727
29854,49668,3,270,270,300,10.584
29854,85467,6,160,160,111,1.781
29854,37644,1,300,160,216,9.924
29854,10772,18,225,225,180,5.19
29854,35802,4,266,130,143,2.338
29854,82378,10,130,194,290,6.053
29854,37716,5,263,221,253,9.415
29854,75023,1,244,164,274,5.811
29854,18967,15,160,160,111,1.781
29854,75315,6,293,293,192,10.383
29854,17542,2,225,225,180,5.186
29854,48534,4,225,225,180,5.19
29854,40441,10,300,160,216,8.757
29854,15655,4,211,230,264,12.07
29854,77109,15,266,130,143,2.42
29854,22798,15,130,194,290,6.108
29854,28862,6,300,160,216,8.953
29854,25895,4,300,160,216,10.142
29854,66597,10,300,160,216,10.146
29854,74258,2,244,164,274,6.06
29854,70696,20,387,227,151,10.382
29854,44664,4,225,225,180,5.19
29854,30267,2,300,205,125,3.545
29854,34299,2,130,194,290,6.026
29854,70227,15,211,230,264,12.218
92677,26650,18,225,225,180,5.19
92677,57007,2,244,164,274,6.06
92677,28862,3,300,160,216,8.953
92677,58540,2,211,230,264,12.234
92677,12223,18,266,199,220,7.905
92677,47077,4,225,225,180,5.19
92677,40441,6,300,160,216,8.757
92677,15655,3,211,230,264,12.07
92677,23395,4,225,225,180,5.69
92677,71507,4,211,230,264,12.126
92677,40304,2,385,110,35,10.473
92677,52454,9,225,225,180,5.19
92677,27470,4,196,196,103,2.364
92677,66597,8,300,160,216,10.146
92677,22798,4,130,194,290,6.108
92677,68305,1,405,271,164,13.646
92677,89429,6,211,230,264,12.25
92677,64393,4,263,221,253,8.815
92677,68231,2,385,160,215,10.727
92677,47049,11,293,293,192,10.383
92677,73067,2,300,160,216,10.439
92677,68475,1,196,196,103,2.464
92677,53900,6,130,194,290,6.278
92677,63098,12,260,295,170,10.473
92677,44664,10,225,225,180,5.19
92677,69750,10,130,194,290,6.144
92677,70696,2,387,227,151,10.382
92677,70227,3,211,230,264,12.218
92677,37019,10,331,252,281,12.601
92677,84979,2,266,266,266,10.369
92677,74258,1,244,164,274,6.06
92677,10772,18,225,225,180,5.19
92677,73852,11,293,293,192,10.383
92677,72628,3,130,194,290,6.113
92677,82378,6,130,194,290,6.053
92677,25895,2,300,160,216,10.142
92677,76314,12,297,197,125,4.38
92677,19833,4,225,225,179,5.0
92677,17542,6,225,225,180,5.186
92677,75315,11,293,293,192,10.383
92677,46064,35,156,156,175,3.274
92677,35802,2,266,130,143,2.338
92677,43061,9,390,256,210,5.5
92677,99221,6,225,225,180,5.19
92677,75367,6,293,293,192,10.383
92677,74513,2,149,239,137,3.25
92677,89149,2,211,230,264,12.569
92677,39568,4,300,160,216,10.453
92677,16118,3,300,160,216,8.939
92677,77109,2,266,130,143,2.42
92677,24475,12,364,195,216,13.091
63179,55762,2,291,196,139,6.312
63179,30471,54,266,130,143,2.338
63179,62189,2,378,198,89,6.42
63179,89429,5,211,230,264,12.25
63179,40304,12,385,110,35,10.473
63179,84243,20,300,158,220,9.255
63179,25945,10,387,227,151,10.382
63179,44665,1,378,198,89,6.471
63179,59632,54,266,130,143,2.424
63179,43746,40,300,160,216,8.757
63179,58648,4,300,160,216,10.229
63179,70227,5,211,230,264,12.218
63179,24883,20,300,160,216,10.3
63179,25209,21,244,164,274,5.811
63179,68305,8,405,271,164,13.646
63179,23079,20,300,160,216,8.876
63179,72622,20,300,160,216,10.49
63179,44647,20,300,160,216,8.741
63179,68475,6,196,196,103,2.464
63179,47049,22,293,293,192,10.383
63179,68231,13,385,160,215,10.727
63179,25790,81,266,130,143,2.624
63179,89810,36,378,191,115,7.106
63179,75315,2,293,293,192,10.383
63179,89149,1,211,230,264,12.569
95174,68912,19,290,240,152,10.011
95174,12818,1,300,160,210,9.065
95174,33944,3,300,160,210,9.289
95174,68475,1,196,196,103,2.464
95174,46392,1,331,252,281,12.611
95174,33889,1,378,191,115,7.266
95174,24475,4,364,195,216,13.091
95174,25347,1,335,250,264,14.812
95174,63719,8,300,160,216,8.928
95174,62189,1,378,198,89,6.42
95174,67896,1,335,250,264,14.821
59466,89429,15,211,230,264,12.25
59466,85417,1,293,293,192,10.383
59466,68475,4,196,196,103,2.464
59466,34299,36,130,194,290,6.026
59466,77109,2,266,130,143,2.42
59466,58540,2,211,230,264,12.234
59466,25895,5,300,160,216,10.142
59466,71507,2,211,230,264,12.126
59466,87191,4,193,378,318,9.5
59466,40304,12,385,110,35,10.473
59466,57317,10,335,250,264,14.614
59466,69750,15,130,194,290,6.144
59466,94364,6,295,260,170,10.471
59466,21944,1,293,293,192,10.383
59466,70227,1,211,230,264,12.218
59466,72217,1,293,293,192,10.383
59466,57942,1,225,225,199,5.219
59466,68231,13,385,160,215,10.727
59466,75315,22,293,293,192,10.383
59466,95137,21,149,239,137,3.25
59466,88941,2,300,160,216,10.601
59466,94251,4,291,196,139,6.312
59466,55831,2,300,160,212,10.144
59466,74258,6,244,164,274,6.06
59466,63098,24,260,295,170,10.473
59466,89149,1,211,230,264,12.569
59466,22798,4,130,194,290,6.108
59466,68912,2,290,240,152,10.011
59466,73852,3,293,293,192,10.383
59466,31255,5,211,230,264,11.757
59466,16118,1,300,160,216,8.939
59466,76440,1,224,224,192,5.199
59466,30267,12,300,205,125,3.545
59466,26650,12,225,225,180,5.19
59466,85467,8,160,160,111,1.781
59466,12664,1,364,195,216,12.899
59466,72628,10,130,194,290,6.113
66150,30267,3,300,205,125,3.545
66150,17542,40,225,225,180,5.186
66150,53803,18,225,225,180,5.186
66150,53900,6,130,194,290,6.278
66150,47049,5,293,293,192,10.383
66150,57007,2,244,164,274,6.06
66150,89391,20,300,160,210,8.477
66150,63098,4,260,295,170,10.473
66150,68231,5,385,160,215,10.727
66150,82378,9,130,194,290,6.053
66150,89810,1,378,191,115,7.106
66150,75315,3,293,293,192,10.383
66150,92248,4,293,293,192,10.383
66150,94251,2,291,196,139,6.312
66150,25209,3,244,164,274,5.811
66150,70227,15,211,230,264,12.218
66150,26650,5,225,225,180,5.19
66150,48534,18,225,225,180,5.19
66150,80416,8,300,160,216,10.042
66150,10772,11,225,225,180,5.19
66150,43061,2,390,256,210,5.5
66150,94364,12,295,260,170,10.471
28985,10772,9,225,225,180,5.19
28985,74513,3,149,239,137,3.25
28985,26650,9,225,225,180,5.19
28985,23395,36,225,225,180,5.69
28985,17542,9,225,225,180,5.186
28985,52454,5,225,225,180,5.19
28985,63098,2,260,295,170,10.473
28985,97248,2,225,225,180,5.19
28985,47049,22,293,293,192,10.383
28985,77109,10,266,130,143,2.42
28985,87191,6,193,378,318,9.5
28985,99221,5,225,225,180,5.19
28985,25895,5,300,160,216,10.142
28985,47077,18,225,225,180,5.19
28985,57007,21,244,164,274,6.06
28985,77414,4,225,225,180,5.19
28985,70696,2,387,227,151,10.382
28985,89149,2,211,230,264,12.569
28985,75367,2,293,293,192,10.383
28985,46392,1,331,252,281,12.611
28985,48534,10,225,225,180,5.19
28985,58540,15,211,230,264,12.234
28985,68305,2,405,271,164,13.646
28985,40304,4,385,110,35,10.473
28985,68475,3,196,196,103,2.464
28985,46064,3,156,156,175,3.274
28985,73852,4,293,293,192,10.383
28985,75024,2,244,164,274,5.811
28985,35802,2,266,130,143,2.338
28985,25945,1,387,227,151,10.382
28985,44664,36,225,225,180,5.19
28985,72217,11,293,293,192,10.383
20928,75315,3,293,293,192,10.383
20928,25209,12,244,164,274,5.811
20928,85467,16,160,160,111,1.781
20928,40304,6,385,110,35,10.473
20928,70227,5,211,230,264,12.218
20928,48534,2,225,225,180,5.19
20928,68231,2,385,160,215,10.727
20928,57942,40,225,225,199,5.219
20928,75024,3,244,164,274,5.811
20928,87555,2,244,164,274,5.811
20928,75023,10,244,164,274,5.811
20928,26650,4,225,225,180,5.19
20928,90431,1,244,164,274,5.811
20928,27470,10,196,196,103,2.364
53872,94364,24,295,260,170,10.471
53872,37644,1,300,160,216,9.924
53872,43061,3,390,256,210,5.5
53872,61866,20,300,158,220,8.838
53872,75023,10,244,164,274,5.811
53872,64393,1,263,221,253,8.815
53872,53803,10,225,225,180,5.186
53872,37716,1,263,221,253,9.415
53872,47077,3,225,225,180,5.19
53872,89429,3,211,230,264,12.25
53872,68231,5,385,160,215,10.727
53872,23406,3,378,191,115,7.266
53872,53900,10,130,194,290,6.278
53872,17542,4,225,225,180,5.186
53872,28862,2,300,160,216,8.953
53872,63098,4,260,295,170,10.473
53872,58540,3,211,230,264,12.234
53872,72217,22,293,293,192,10.383
53872,70696,3,387,227,151,10.382
53872,57007,2,244,164,274,6.06
53872,92248,8,293,293,192,10.383
53872,26650,5,225,225,180,5.19
53872,27470,4,196,196,103,2.364
53872,34299,20,130,194,290,6.026
53872,85467,5,160,160,111,1.781
53872,72628,3,130,194,290,6.113
53872,33944,8,300,160,210,9.289
53872,24475,3,364,195,216,13.091
53872,80416,8,300,160,216,10.042
53872,30267,3,300,205,125,3.545
53872,68305,4,405,271,164,13.646
53872,70227,6,211,230,264,12.218
53872,47049,6,293,293,192,10.383
53872,52454,5,225,225,180,5.19
53872,99221,18,225,225,180,5.19
53872,89391,2,300,160,210,8.477
53872,19741,1,244,164,274,5.811
53872,24883,9,300,160,216,10.3
53872,22798,1,130,194,290,6.108
53872,66597,1,300,160,216,10.146
53872,63719,2,300,160,216,8.928
53872,48534,10,225,225,180,5.19
53872,71507,2,211,230,264,12.126
53872,68475,8,196,196,103,2.464
53872,75315,5,293,293,192,10.383
90563,18963,20,300,160,216,8.741
90563,57942,20,225,225,199,5.219
90563,84243,20,300,158,220,9.255
90563,48534,18,225,225,180,5.19
90563,85467,66,160,160,111,1.781
90563,44647,20,300,160,216,8.741
90563,74513,50,149,239,137,3.25
90563,27535,20,300,160,216,8.764
90563,80886,20,300,160,216,8.509
90563,40304,3,385,110,35,10.473
90563,53900,36,130,194,290,6.278
90563,27470,12,196,196,103,2.364
90563,24475,12,364,195,216,13.091
90563,95137,25,149,239,137,3.25
90563,10772,62,225,225,180,5.19
90563,70227,1,211,230,264,12.218
90563,82378,12,130,194,290,6.053
90563,59155,19,160,160,111,1.781
90563,28862,9,300,160,216,8.953
90563,15655,1,211,230,264,12.07
90563,37019,20,331,252,281,12.601
90563,58648,20,300,160,216,10.229
90563,25209,10,244,164,274,5.811
90563,13229,50,149,239,137,3.25
90563,89149,1,211,230,264,12.569
90563,33960,8,331,252,281,12.601
90563,56431,12,378,191,115,7.186
90563,23406,6,378,191,115,7.266
90563,63098,12,260,295,170,10.473
90563,62174,40,300,160,216,8.664
90563,68475,19,196,196,103,2.464
90563,49668,1,270,270,300,10.584
90563,35003,27,266,130,143,2.576
90563,79723,2,378,198,89,6.435
90563,73067,20,300,160,216,10.439
90563,59944,1,295,260,170,10.471
90563,57007,21,244,164,274,6.06
90563,17542,18,225,225,180,5.186
90563,98940,2,244,164,274,5.811
90563,34299,36,130,194,290,6.026
90563,74258,21,244,164,274,6.06
90563,47049,22,293,293,192,10.383
90563,99769,20,300,160,216,8.569
90563,47843,16,291,196,139,6.162
90563,68305,8,405,271,164,13.646
90563,44664,1,225,225,180,5.19
90563,25945,1,387,227,151,10.382
90563,43746,8,300,160,216,8.757
22441,47837,2,149,239,137,3.25
22441,94364,12,295,260,170,10.471
22441,37019,10,331,252,281,12.601
22441,63719,20,300,160,216,8.928
22441,25016,1,364,195,216,12.935
22441,99769,20,300,160,216,8.569
22441,48534,18,225,225,180,5.19
22441,22798,36,130,194,290,6.108
22441,59632,27,266,130,143,2.424
22441,63098,1,260,295,170,10.473
22441,97248,3,225,225,180,5.19
22441,70696,12,387,227,151,10.382
